text,span_text,span_start,span_end,pii_type,span_label
"Hi team,

We discussed this in yesterday's meeting. Your details are 87654321.

Regards,
Alice",87654321,69,77,BANK_ACCOUNT,0.93
"Hi team,

Below is the item you requested: 4111-1111-1111-1111

Regards,
Alice",4111-1111-1111-1111,43,62,CARD_NUMBER,0.97
"Greetings,

OTP-392019 was provided earlier as part of verification.

Cheers,
Admin",OTP-392019,12,22,CREDENTIAL,0.97
"Hello,

Just a quick update: Here is the update for this week. Your details are OTP-392019.

Thanks,
Ben",OTP-392019,80,90,CREDENTIAL,0.97
"Dear Customer,

Customer reported the following: AdminPass#88

Sincerely,
Support",AdminPass#88,49,61,CREDENTIAL,0.98
"Greetings,

Below is the item you requested: PIN: 1234

Cheers,
Admin",PIN: 1234,45,54,CREDENTIAL,0.96
"Dear Customer,

OTP-392019 was provided earlier as part of verification.

Sincerely,
Support",OTP-392019,16,26,CREDENTIAL,0.97
"Greetings,

We logged the identifier PIN: 1234 for account review.

Cheers,
Admin",PIN: 1234,37,46,CREDENTIAL,0.96
"Greetings,

AdminPass#88 was provided earlier as part of verification.

Cheers,
Admin",AdminPass#88,12,24,CREDENTIAL,0.98
"Dear Customer,

For onboarding we require OTP-392019.

Sincerely,
Support",OTP-392019,42,52,CREDENTIAL,0.97
"Dear Customer,

Thank you for reaching out. Your details are AdminPass#88.

Sincerely,
Support",AdminPass#88,61,73,CREDENTIAL,0.98
"Dear Customer,

P@ssw0rd! was provided earlier as part of verification.

Sincerely,
Support",P@ssw0rd!,16,25,CREDENTIAL,0.95
"Greetings,

PIN: 1234 was provided earlier as part of verification.

Cheers,
Admin",PIN: 1234,12,21,CREDENTIAL,0.96
"Hi team,

Customer reported the following: AdminPass#88

Regards,
Alice",AdminPass#88,43,55,CREDENTIAL,0.98
"Hi team,

Here is the update for this week. Your details are PIN: 1234.

Regards,
Alice",PIN: 1234,61,70,CREDENTIAL,0.96
"Dear Customer,

Customer reported the following: AdminPass#88

Sincerely,
Support",AdminPass#88,49,61,CREDENTIAL,0.98
"Dear Customer,

Let me know your thoughts. Your details are P@ssw0rd!.

Sincerely,
Support",P@ssw0rd!,60,69,CREDENTIAL,0.95
"Hi team,

PIN: 1234 was provided earlier as part of verification.

Regards,
Alice",PIN: 1234,10,19,CREDENTIAL,0.96
"Hi team,

Customer reported the following: OTP-392019

Regards,
Alice",OTP-392019,43,53,CREDENTIAL,0.97
"Greetings,

Below is the item you requested: OTP-392019

Cheers,
Admin",OTP-392019,45,55,CREDENTIAL,0.97
"Hi team,

We logged the identifier P@ssw0rd! for account review.

Regards,
Alice",P@ssw0rd!,35,44,CREDENTIAL,0.95
"Hello,

Just a quick update: For onboarding we require OTP-392019.

Thanks,
Ben",OTP-392019,55,65,CREDENTIAL,0.97
"Hi team,

AdminPass#88 was provided earlier as part of verification.

Regards,
Alice",AdminPass#88,10,22,CREDENTIAL,0.98
"Hi team,

PIN: 1234 was provided earlier as part of verification.

Regards,
Alice",PIN: 1234,10,19,CREDENTIAL,0.96
"Greetings,

Please review the attached documents. Your details are AdminPass#88.

Cheers,
Admin",AdminPass#88,67,79,CREDENTIAL,0.98
"Hi team,

Below is the item you requested: AdminPass#88

Regards,
Alice",AdminPass#88,43,55,CREDENTIAL,0.98
"Hello,

Just a quick update: Customer reported the following: OTP-392019

Thanks,
Ben",OTP-392019,62,72,CREDENTIAL,0.97
"Dear Customer,

Below is the item you requested: P@ssw0rd!

Sincerely,
Support",P@ssw0rd!,49,58,CREDENTIAL,0.95
"Hello,

Just a quick update: Below is the item you requested: AdminPass#88

Thanks,
Ben",AdminPass#88,62,74,CREDENTIAL,0.98
"Hi team,

Below is the item you requested: PIN: 1234

Regards,
Alice",PIN: 1234,43,52,CREDENTIAL,0.96
"Greetings,

Here is the update for this week. Your details are P@ssw0rd!.

Cheers,
Admin",P@ssw0rd!,63,72,CREDENTIAL,0.95
"Dear Customer,

For onboarding we require AdminPass#88.

Sincerely,
Support",AdminPass#88,42,54,CREDENTIAL,0.98
"Dear Customer,

We logged the identifier P@ssw0rd! for account review.

Sincerely,
Support",P@ssw0rd!,41,50,CREDENTIAL,0.95
"Hi team,

For onboarding we require OTP-392019.

Regards,
Alice",OTP-392019,36,46,CREDENTIAL,0.97
"Hello,

Just a quick update: We logged the identifier PIN: 1234 for account review.

Thanks,
Ben",PIN: 1234,54,63,CREDENTIAL,0.96
"Hello,

Just a quick update: For onboarding we require PIN: 1234.

Thanks,
Ben",PIN: 1234,55,64,CREDENTIAL,0.96
"Hello,

Just a quick update: Let me know your thoughts. Your details are AdminPass#88.

Thanks,
Ben",AdminPass#88,73,85,CREDENTIAL,0.98
"Hi team,

AdminPass#88 was provided earlier as part of verification.

Regards,
Alice",AdminPass#88,10,22,CREDENTIAL,0.98
"Hello,

Just a quick update: We logged the identifier P@ssw0rd! for account review.

Thanks,
Ben",P@ssw0rd!,54,63,CREDENTIAL,0.95
"Greetings,

Customer reported the following: PIN: 1234

Cheers,
Admin",PIN: 1234,45,54,CREDENTIAL,0.96
"Hi team,

We logged the identifier PIN: 1234 for account review.

Regards,
Alice",PIN: 1234,35,44,CREDENTIAL,0.96
"Hi team,

We logged the identifier PIN: 1234 for account review.

Regards,
Alice",PIN: 1234,35,44,CREDENTIAL,0.96
"Dear Customer,

Customer reported the following: P@ssw0rd!

Sincerely,
Support",P@ssw0rd!,49,58,CREDENTIAL,0.95
"Greetings,

AdminPass#88 was provided earlier as part of verification.

Cheers,
Admin",AdminPass#88,12,24,CREDENTIAL,0.98
"Greetings,

Below is the item you requested: AdminPass#88

Cheers,
Admin",AdminPass#88,45,57,CREDENTIAL,0.98
"Hi team,

Here is the update for this week. Your details are PIN: 1234.

Regards,
Alice",PIN: 1234,61,70,CREDENTIAL,0.96
"Hello,

Just a quick update: We logged the identifier AdminPass#88 for account review.

Thanks,
Ben",AdminPass#88,54,66,CREDENTIAL,0.98
"Hi team,

We logged the identifier PIN: 1234 for account review.

Regards,
Alice",PIN: 1234,35,44,CREDENTIAL,0.96
"Dear Customer,

Below is the item you requested: PIN: 1234

Sincerely,
Support",PIN: 1234,49,58,CREDENTIAL,0.96
"Hello,

Just a quick update: We logged the identifier AdminPass#88 for account review.

Thanks,
Ben",AdminPass#88,54,66,CREDENTIAL,0.98
"Hi team,

Below is the item you requested: AdminPass#88

Regards,
Alice",AdminPass#88,43,55,CREDENTIAL,0.98
"Dear Customer,

Please review the attached documents. Your details are AdminPass#88.

Sincerely,
Support",AdminPass#88,71,83,CREDENTIAL,0.98
"Dear Customer,

For onboarding we require AdminPass#88.

Sincerely,
Support",AdminPass#88,42,54,CREDENTIAL,0.98
"Hi team,

Below is the item you requested: OTP-392019

Regards,
Alice",OTP-392019,43,53,CREDENTIAL,0.97
"Hi team,

Let me know your thoughts. Your details are AdminPass#88.

Regards,
Alice",AdminPass#88,54,66,CREDENTIAL,0.98
"Dear Customer,

Customer reported the following: OTP-392019

Sincerely,
Support",OTP-392019,49,59,CREDENTIAL,0.97
"Hello,

Just a quick update: We logged the identifier P@ssw0rd! for account review.

Thanks,
Ben",P@ssw0rd!,54,63,CREDENTIAL,0.95
"Greetings,

Below is the item you requested: PIN: 1234

Cheers,
Admin",PIN: 1234,45,54,CREDENTIAL,0.96
"Dear Customer,

We logged the identifier OTP-392019 for account review.

Sincerely,
Support",OTP-392019,41,51,CREDENTIAL,0.97
"Hello,

Just a quick update: Please review the attached documents. Your details are PIN: 1234.

Thanks,
Ben",PIN: 1234,84,93,CREDENTIAL,0.96
"Greetings,

Customer reported the following: OTP-392019

Cheers,
Admin",OTP-392019,45,55,CREDENTIAL,0.97
"Dear Customer,

For onboarding we require P@ssw0rd!.

Sincerely,
Support",P@ssw0rd!,42,51,CREDENTIAL,0.95
"Hello,

Just a quick update: We logged the identifier AdminPass#88 for account review.

Thanks,
Ben",AdminPass#88,54,66,CREDENTIAL,0.98
"Hello,

Just a quick update: AdminPass#88 was provided earlier as part of verification.

Thanks,
Ben",AdminPass#88,29,41,CREDENTIAL,0.98
"Greetings,

For onboarding we require P@ssw0rd!.

Cheers,
Admin",P@ssw0rd!,38,47,CREDENTIAL,0.95
"Hi team,

For onboarding we require AdminPass#88.

Regards,
Alice",AdminPass#88,36,48,CREDENTIAL,0.98
"Hi team,

Below is the item you requested: PIN: 1234

Regards,
Alice",PIN: 1234,43,52,CREDENTIAL,0.96
"Dear Customer,

For onboarding we require PIN: 1234.

Sincerely,
Support",PIN: 1234,42,51,CREDENTIAL,0.96
"Dear Customer,

OTP-392019 was provided earlier as part of verification.

Sincerely,
Support",OTP-392019,16,26,CREDENTIAL,0.97
"Hello,

Just a quick update: P@ssw0rd! was provided earlier as part of verification.

Thanks,
Ben",P@ssw0rd!,29,38,CREDENTIAL,0.95
"Hi team,

Below is the item you requested: AdminPass#88

Regards,
Alice",AdminPass#88,43,55,CREDENTIAL,0.98
"Greetings,

PIN: 1234 was provided earlier as part of verification.

Cheers,
Admin",PIN: 1234,12,21,CREDENTIAL,0.96
"Hi team,

Customer reported the following: P@ssw0rd!

Regards,
Alice",P@ssw0rd!,43,52,CREDENTIAL,0.95
"Greetings,

Below is the item you requested: AdminPass#88

Cheers,
Admin",AdminPass#88,45,57,CREDENTIAL,0.98
"Hello,

Just a quick update: For onboarding we require P@ssw0rd!.

Thanks,
Ben",P@ssw0rd!,55,64,CREDENTIAL,0.95
"Greetings,

For onboarding we require P@ssw0rd!.

Cheers,
Admin",P@ssw0rd!,38,47,CREDENTIAL,0.95
"Hello,

Just a quick update: For onboarding we require PIN: 1234.

Thanks,
Ben",PIN: 1234,55,64,CREDENTIAL,0.96
"Hello,

Just a quick update: Below is the item you requested: OTP-392019

Thanks,
Ben",OTP-392019,62,72,CREDENTIAL,0.97
"Hi team,

P@ssw0rd! was provided earlier as part of verification.

Regards,
Alice",P@ssw0rd!,10,19,CREDENTIAL,0.95
"Hello,

Just a quick update: We logged the identifier PIN: 1234 for account review.

Thanks,
Ben",PIN: 1234,54,63,CREDENTIAL,0.96
"Dear Customer,

We logged the identifier OTP-392019 for account review.

Sincerely,
Support",OTP-392019,41,51,CREDENTIAL,0.97
"Dear Customer,

For onboarding we require P@ssw0rd!.

Sincerely,
Support",P@ssw0rd!,42,51,CREDENTIAL,0.95
"Hello,

Just a quick update: Below is the item you requested: PIN: 1234

Thanks,
Ben",PIN: 1234,62,71,CREDENTIAL,0.96
"Hello,

Just a quick update: Below is the item you requested: P@ssw0rd!

Thanks,
Ben",P@ssw0rd!,62,71,CREDENTIAL,0.95
"Hello,

Just a quick update: For onboarding we require OTP-392019.

Thanks,
Ben",OTP-392019,55,65,CREDENTIAL,0.97
"Hi team,

Please review the attached documents. Your details are PIN: 1234.

Regards,
Alice",PIN: 1234,65,74,CREDENTIAL,0.96
"Dear Customer,

Below is the item you requested: P@ssw0rd!

Sincerely,
Support",P@ssw0rd!,49,58,CREDENTIAL,0.95
"Hi team,

For onboarding we require AdminPass#88.

Regards,
Alice",AdminPass#88,36,48,CREDENTIAL,0.98
"Dear Customer,

PIN: 1234 was provided earlier as part of verification.

Sincerely,
Support",PIN: 1234,16,25,CREDENTIAL,0.96
"Dear Customer,

Here is the update for this week. Your details are AdminPass#88.

Sincerely,
Support",AdminPass#88,67,79,CREDENTIAL,0.98
"Hello,

Just a quick update: Customer reported the following: P@ssw0rd!

Thanks,
Ben",P@ssw0rd!,62,71,CREDENTIAL,0.95
"Greetings,

We logged the identifier AdminPass#88 for account review.

Cheers,
Admin",AdminPass#88,37,49,CREDENTIAL,0.98
"Dear Customer,

For onboarding we require OTP-392019.

Sincerely,
Support",OTP-392019,42,52,CREDENTIAL,0.97
"Greetings,

We logged the identifier PIN: 1234 for account review.

Cheers,
Admin",PIN: 1234,37,46,CREDENTIAL,0.96
"Dear Customer,

Customer reported the following: P@ssw0rd!

Sincerely,
Support",P@ssw0rd!,49,58,CREDENTIAL,0.95
"Dear Customer,

P@ssw0rd! was provided earlier as part of verification.

Sincerely,
Support",P@ssw0rd!,16,25,CREDENTIAL,0.95
"Hi team,

We logged the identifier OTP-392019 for account review.

Regards,
Alice",OTP-392019,35,45,CREDENTIAL,0.97
"Greetings,

AdminPass#88 was provided earlier as part of verification.

Cheers,
Admin",AdminPass#88,12,24,CREDENTIAL,0.98
"Dear Customer,

PIN: 1234 was provided earlier as part of verification.

Sincerely,
Support",PIN: 1234,16,25,CREDENTIAL,0.96
"Greetings,

We logged the identifier AdminPass#88 for account review.

Cheers,
Admin",AdminPass#88,37,49,CREDENTIAL,0.98
"Hi team,

Customer reported the following: AdminPass#88

Regards,
Alice",AdminPass#88,43,55,CREDENTIAL,0.98
"Hello,

Just a quick update: Below is the item you requested: AdminPass#88

Thanks,
Ben",AdminPass#88,62,74,CREDENTIAL,0.98
"Hi team,

We logged the identifier PIN: 1234 for account review.

Regards,
Alice",PIN: 1234,35,44,CREDENTIAL,0.96
"Greetings,

Below is the item you requested: AdminPass#88

Cheers,
Admin",AdminPass#88,45,57,CREDENTIAL,0.98
"Hi team,

P@ssw0rd! was provided earlier as part of verification.

Regards,
Alice",P@ssw0rd!,10,19,CREDENTIAL,0.95
"Dear Customer,

We logged the identifier PIN: 1234 for account review.

Sincerely,
Support",PIN: 1234,41,50,CREDENTIAL,0.96
"Greetings,

Below is the item you requested: P@ssw0rd!

Cheers,
Admin",P@ssw0rd!,45,54,CREDENTIAL,0.95
"Dear Customer,

We logged the identifier OTP-392019 for account review.

Sincerely,
Support",OTP-392019,41,51,CREDENTIAL,0.97
"Greetings,

Customer reported the following: P@ssw0rd!

Cheers,
Admin",P@ssw0rd!,45,54,CREDENTIAL,0.95
"Hi team,

Let me know your thoughts. Your details are PIN: 1234.

Regards,
Alice",PIN: 1234,54,63,CREDENTIAL,0.96
"Dear Customer,

Below is the item you requested: AdminPass#88

Sincerely,
Support",AdminPass#88,49,61,CREDENTIAL,0.98
"Hello,

Just a quick update: Below is the item you requested: PIN: 1234

Thanks,
Ben",PIN: 1234,62,71,CREDENTIAL,0.96
"Hi team,

Please review the attached documents. Your details are AdminPass#88.

Regards,
Alice",AdminPass#88,65,77,CREDENTIAL,0.98
"Dear Customer,

Below is the item you requested: OTP-392019

Sincerely,
Support",OTP-392019,49,59,CREDENTIAL,0.97
"Hello,

Just a quick update: Below is the item you requested: AdminPass#88

Thanks,
Ben",AdminPass#88,62,74,CREDENTIAL,0.98
"Dear Customer,

We logged the identifier OTP-392019 for account review.

Sincerely,
Support",OTP-392019,41,51,CREDENTIAL,0.97
"Greetings,

For onboarding we require OTP-392019.

Cheers,
Admin",OTP-392019,38,48,CREDENTIAL,0.97
"Dear Customer,

Below is the item you requested: PIN: 1234

Sincerely,
Support",PIN: 1234,49,58,CREDENTIAL,0.96
"Dear Customer,

Here is the update for this week. Your details are AdminPass#88.

Sincerely,
Support",AdminPass#88,67,79,CREDENTIAL,0.98
"Dear Customer,

Customer reported the following: PIN: 1234

Sincerely,
Support",PIN: 1234,49,58,CREDENTIAL,0.96
"Hi team,

Customer reported the following: PIN: 1234

Regards,
Alice",PIN: 1234,43,52,CREDENTIAL,0.96
"Hello,

Just a quick update: Below is the item you requested: PIN: 1234

Thanks,
Ben",PIN: 1234,62,71,CREDENTIAL,0.96
"Hello,

Just a quick update: For onboarding we require AdminPass#88.

Thanks,
Ben",AdminPass#88,55,67,CREDENTIAL,0.98
"Hello,

Just a quick update: Let me know your thoughts. Your details are AdminPass#88.

Thanks,
Ben",AdminPass#88,73,85,CREDENTIAL,0.98
"Hello,

Just a quick update: Customer reported the following: P@ssw0rd!

Thanks,
Ben",P@ssw0rd!,62,71,CREDENTIAL,0.95
"Greetings,

Customer reported the following: PIN: 1234

Cheers,
Admin",PIN: 1234,45,54,CREDENTIAL,0.96
"Greetings,

Below is the item you requested: OTP-392019

Cheers,
Admin",OTP-392019,45,55,CREDENTIAL,0.97
"Hi team,

Below is the item you requested: AdminPass#88

Regards,
Alice",AdminPass#88,43,55,CREDENTIAL,0.98
"Dear Customer,

Below is the item you requested: OTP-392019

Sincerely,
Support",OTP-392019,49,59,CREDENTIAL,0.97
"Dear Customer,

Customer reported the following: AdminPass#88

Sincerely,
Support",AdminPass#88,49,61,CREDENTIAL,0.98
"Dear Customer,

Below is the item you requested: PIN: 1234

Sincerely,
Support",PIN: 1234,49,58,CREDENTIAL,0.96
"Hello,

Just a quick update: We logged the identifier AdminPass#88 for account review.

Thanks,
Ben",AdminPass#88,54,66,CREDENTIAL,0.98
"Hello,

Just a quick update: We logged the identifier PIN: 1234 for account review.

Thanks,
Ben",PIN: 1234,54,63,CREDENTIAL,0.96
"Greetings,

Customer reported the following: OTP-392019

Cheers,
Admin",OTP-392019,45,55,CREDENTIAL,0.97
"Dear Customer,

We discussed this in yesterday's meeting. Your details are PIN: 1234.

Sincerely,
Support",PIN: 1234,75,84,CREDENTIAL,0.96
"Greetings,

AdminPass#88 was provided earlier as part of verification.

Cheers,
Admin",AdminPass#88,12,24,CREDENTIAL,0.98
"Hi team,

For onboarding we require PIN: 1234.

Regards,
Alice",PIN: 1234,36,45,CREDENTIAL,0.96
"Dear Customer,

For onboarding we require P@ssw0rd!.

Sincerely,
Support",P@ssw0rd!,42,51,CREDENTIAL,0.95
"Greetings,

PIN: 1234 was provided earlier as part of verification.

Cheers,
Admin",PIN: 1234,12,21,CREDENTIAL,0.96
"Dear Customer,

Let me know your thoughts. Your details are PIN: 1234.

Sincerely,
Support",PIN: 1234,60,69,CREDENTIAL,0.96
"Hello,

Just a quick update: For onboarding we require OTP-392019.

Thanks,
Ben",OTP-392019,55,65,CREDENTIAL,0.97
"Hello,

Just a quick update: Please review the attached documents. Your details are OTP-392019.

Thanks,
Ben",OTP-392019,84,94,CREDENTIAL,0.97
"Dear Customer,

Here is the update for this week. Your details are AdminPass#88.

Sincerely,
Support",AdminPass#88,67,79,CREDENTIAL,0.98
"Hi team,

OTP-392019 was provided earlier as part of verification.

Regards,
Alice",OTP-392019,10,20,CREDENTIAL,0.97
"Greetings,

For onboarding we require AdminPass#88.

Cheers,
Admin",AdminPass#88,38,50,CREDENTIAL,0.98
"Dear Customer,

We logged the identifier OTP-392019 for account review.

Sincerely,
Support",OTP-392019,41,51,CREDENTIAL,0.97
"Hi team,

P@ssw0rd! was provided earlier as part of verification.

Regards,
Alice",P@ssw0rd!,10,19,CREDENTIAL,0.95
"Hello,

Just a quick update: P@ssw0rd! was provided earlier as part of verification.

Thanks,
Ben",P@ssw0rd!,29,38,CREDENTIAL,0.95
"Greetings,

P@ssw0rd! was provided earlier as part of verification.

Cheers,
Admin",P@ssw0rd!,12,21,CREDENTIAL,0.95
"Hi team,

We logged the identifier PIN: 1234 for account review.

Regards,
Alice",PIN: 1234,35,44,CREDENTIAL,0.96
"Dear Customer,

Customer reported the following: P@ssw0rd!

Sincerely,
Support",P@ssw0rd!,49,58,CREDENTIAL,0.95
"Hello,

Just a quick update: Customer reported the following: AdminPass#88

Thanks,
Ben",AdminPass#88,62,74,CREDENTIAL,0.98
"Hello,

Just a quick update: We logged the identifier PIN: 1234 for account review.

Thanks,
Ben",PIN: 1234,54,63,CREDENTIAL,0.96
"Greetings,

For onboarding we require OTP-392019.

Cheers,
Admin",OTP-392019,38,48,CREDENTIAL,0.97
"Hi team,

We logged the identifier OTP-392019 for account review.

Regards,
Alice",OTP-392019,35,45,CREDENTIAL,0.97
"Hello,

Just a quick update: For onboarding we require OTP-392019.

Thanks,
Ben",OTP-392019,55,65,CREDENTIAL,0.97
"Greetings,

We logged the identifier AdminPass#88 for account review.

Cheers,
Admin",AdminPass#88,37,49,CREDENTIAL,0.98
"Greetings,

P@ssw0rd! was provided earlier as part of verification.

Cheers,
Admin",P@ssw0rd!,12,21,CREDENTIAL,0.95
"Greetings,

OTP-392019 was provided earlier as part of verification.

Cheers,
Admin",OTP-392019,12,22,CREDENTIAL,0.97
"Dear Customer,

P@ssw0rd! was provided earlier as part of verification.

Sincerely,
Support",P@ssw0rd!,16,25,CREDENTIAL,0.95
"Dear Customer,

We logged the identifier AdminPass#88 for account review.

Sincerely,
Support",AdminPass#88,41,53,CREDENTIAL,0.98
"Dear Customer,

For onboarding we require P@ssw0rd!.

Sincerely,
Support",P@ssw0rd!,42,51,CREDENTIAL,0.95
"Hi team,

Customer reported the following: OTP-392019

Regards,
Alice",OTP-392019,43,53,CREDENTIAL,0.97
"Hello,

Just a quick update: For onboarding we require PIN: 1234.

Thanks,
Ben",PIN: 1234,55,64,CREDENTIAL,0.96
"Hi team,

We logged the identifier PIN: 1234 for account review.

Regards,
Alice",PIN: 1234,35,44,CREDENTIAL,0.96
"Hello,

Just a quick update: Customer reported the following: OTP-392019

Thanks,
Ben",OTP-392019,62,72,CREDENTIAL,0.97
"Greetings,

We logged the identifier OTP-392019 for account review.

Cheers,
Admin",OTP-392019,37,47,CREDENTIAL,0.97
"Greetings,

For onboarding we require AdminPass#88.

Cheers,
Admin",AdminPass#88,38,50,CREDENTIAL,0.98
"Hello,

Just a quick update: Thank you for reaching out. Your details are OTP-392019.

Thanks,
Ben",OTP-392019,74,84,CREDENTIAL,0.97
"Dear Customer,

Below is the item you requested: AdminPass#88

Sincerely,
Support",AdminPass#88,49,61,CREDENTIAL,0.98
"Hi team,

Below is the item you requested: P@ssw0rd!

Regards,
Alice",P@ssw0rd!,43,52,CREDENTIAL,0.95
"Hello,

Just a quick update: We logged the identifier OTP-392019 for account review.

Thanks,
Ben",OTP-392019,54,64,CREDENTIAL,0.97
"Hi team,

For onboarding we require AdminPass#88.

Regards,
Alice",AdminPass#88,36,48,CREDENTIAL,0.98
"Hi team,

Customer reported the following: AdminPass#88

Regards,
Alice",AdminPass#88,43,55,CREDENTIAL,0.98
"Greetings,

Below is the item you requested: P@ssw0rd!

Cheers,
Admin",P@ssw0rd!,45,54,CREDENTIAL,0.95
"Greetings,

Thank you for reaching out. Your details are AdminPass#88.

Cheers,
Admin",AdminPass#88,57,69,CREDENTIAL,0.98
"Dear Customer,

Customer reported the following: AdminPass#88

Sincerely,
Support",AdminPass#88,49,61,CREDENTIAL,0.98
"Hi team,

Below is the item you requested: PIN: 1234

Regards,
Alice",PIN: 1234,43,52,CREDENTIAL,0.96
"Hi team,

We logged the identifier P@ssw0rd! for account review.

Regards,
Alice",P@ssw0rd!,35,44,CREDENTIAL,0.95
"Hi team,

Customer reported the following: P@ssw0rd!

Regards,
Alice",P@ssw0rd!,43,52,CREDENTIAL,0.95
"Dear Customer,

P@ssw0rd! was provided earlier as part of verification.

Sincerely,
Support",P@ssw0rd!,16,25,CREDENTIAL,0.95
"Greetings,

Customer reported the following: OTP-392019

Cheers,
Admin",OTP-392019,45,55,CREDENTIAL,0.97
"Greetings,

Here is the update for this week. Your details are AdminPass#88.

Cheers,
Admin",AdminPass#88,63,75,CREDENTIAL,0.98
"Dear Customer,

OTP-392019 was provided earlier as part of verification.

Sincerely,
Support",OTP-392019,16,26,CREDENTIAL,0.97
"Hello,

Just a quick update: Let me know your thoughts. Your details are AdminPass#88.

Thanks,
Ben",AdminPass#88,73,85,CREDENTIAL,0.98
"Dear Customer,

For onboarding we require P@ssw0rd!.

Sincerely,
Support",P@ssw0rd!,42,51,CREDENTIAL,0.95
"Greetings,

AdminPass#88 was provided earlier as part of verification.

Cheers,
Admin",AdminPass#88,12,24,CREDENTIAL,0.98
"Dear Customer,

We logged the identifier AdminPass#88 for account review.

Sincerely,
Support",AdminPass#88,41,53,CREDENTIAL,0.98
"Hi team,

For onboarding we require OTP-392019.

Regards,
Alice",OTP-392019,36,46,CREDENTIAL,0.97
"Hi team,

AdminPass#88 was provided earlier as part of verification.

Regards,
Alice",AdminPass#88,10,22,CREDENTIAL,0.98
"Hi team,

Thank you for reaching out. Your details are P@ssw0rd!.

Regards,
Alice",P@ssw0rd!,55,64,CREDENTIAL,0.95
"Hi team,

For onboarding we require AdminPass#88.

Regards,
Alice",AdminPass#88,36,48,CREDENTIAL,0.98
"Greetings,

P@ssw0rd! was provided earlier as part of verification.

Cheers,
Admin",P@ssw0rd!,12,21,CREDENTIAL,0.95
"Hi team,

Below is the item you requested: OTP-392019

Regards,
Alice",OTP-392019,43,53,CREDENTIAL,0.97
"Hello,

Just a quick update: We logged the identifier PIN: 1234 for account review.

Thanks,
Ben",PIN: 1234,54,63,CREDENTIAL,0.96
"Hello,

Just a quick update: PIN: 1234 was provided earlier as part of verification.

Thanks,
Ben",PIN: 1234,29,38,CREDENTIAL,0.96
"Greetings,

We logged the identifier OTP-392019 for account review.

Cheers,
Admin",OTP-392019,37,47,CREDENTIAL,0.97
"Hello,

Just a quick update: Below is the item you requested: P@ssw0rd!

Thanks,
Ben",P@ssw0rd!,62,71,CREDENTIAL,0.95
"Hi team,

For onboarding we require AdminPass#88.

Regards,
Alice",AdminPass#88,36,48,CREDENTIAL,0.98
"Dear Customer,

Customer reported the following: AdminPass#88

Sincerely,
Support",AdminPass#88,49,61,CREDENTIAL,0.98
"Dear Customer,

OTP-392019 was provided earlier as part of verification.

Sincerely,
Support",OTP-392019,16,26,CREDENTIAL,0.97
"Hello,

Just a quick update: We logged the identifier AdminPass#88 for account review.

Thanks,
Ben",AdminPass#88,54,66,CREDENTIAL,0.98
"Greetings,

Below is the item you requested: OTP-392019

Cheers,
Admin",OTP-392019,45,55,CREDENTIAL,0.97
"Greetings,

Below is the item you requested: AdminPass#88

Cheers,
Admin",AdminPass#88,45,57,CREDENTIAL,0.98
"Greetings,

We logged the identifier OTP-392019 for account review.

Cheers,
Admin",OTP-392019,37,47,CREDENTIAL,0.97
"Dear Customer,

Customer reported the following: OTP-392019

Sincerely,
Support",OTP-392019,49,59,CREDENTIAL,0.97
"Hi team,

For onboarding we require PIN: 1234.

Regards,
Alice",PIN: 1234,36,45,CREDENTIAL,0.96
"Hi team,

Customer reported the following: OTP-392019

Regards,
Alice",OTP-392019,43,53,CREDENTIAL,0.97
"Hi team,

Below is the item you requested: P@ssw0rd!

Regards,
Alice",P@ssw0rd!,43,52,CREDENTIAL,0.95
"Greetings,

We logged the identifier OTP-392019 for account review.

Cheers,
Admin",OTP-392019,37,47,CREDENTIAL,0.97
"Hi team,

PIN: 1234 was provided earlier as part of verification.

Regards,
Alice",PIN: 1234,10,19,CREDENTIAL,0.96
"Greetings,

For onboarding we require P@ssw0rd!.

Cheers,
Admin",P@ssw0rd!,38,47,CREDENTIAL,0.95
"Greetings,

Below is the item you requested: OTP-392019

Cheers,
Admin",OTP-392019,45,55,CREDENTIAL,0.97
"Dear Customer,

Customer reported the following: PIN: 1234

Sincerely,
Support",PIN: 1234,49,58,CREDENTIAL,0.96
"Dear Customer,

We logged the identifier PIN: 1234 for account review.

Sincerely,
Support",PIN: 1234,41,50,CREDENTIAL,0.96
"Greetings,

For onboarding we require AdminPass#88.

Cheers,
Admin",AdminPass#88,38,50,CREDENTIAL,0.98
"Dear Customer,

We logged the identifier AdminPass#88 for account review.

Sincerely,
Support",AdminPass#88,41,53,CREDENTIAL,0.98
"Greetings,

Below is the item you requested: PIN: 1234

Cheers,
Admin",PIN: 1234,45,54,CREDENTIAL,0.96
"Hello,

Just a quick update: We logged the identifier OTP-392019 for account review.

Thanks,
Ben",OTP-392019,54,64,CREDENTIAL,0.97
"Dear Customer,

AdminPass#88 was provided earlier as part of verification.

Sincerely,
Support",AdminPass#88,16,28,CREDENTIAL,0.98
"Hello,

Just a quick update: Below is the item you requested: PIN: 1234

Thanks,
Ben",PIN: 1234,62,71,CREDENTIAL,0.96
"Greetings,

For onboarding we require OTP-392019.

Cheers,
Admin",OTP-392019,38,48,CREDENTIAL,0.97
"Dear Customer,

For onboarding we require PIN: 1234.

Sincerely,
Support",PIN: 1234,42,51,CREDENTIAL,0.96
